11 1 T1
11 2 L14
11 3 L2
11 4 L4
11 5 L5
11 6 L8
11 7 L3
11 8 L12
11 9 L1
11 10 L10
11 11 L7
11 12 L13
11 13 L15
11 14 L11
11 15 L6
11 16 L9
11 17 R3
11 18 R12
11 19 R5
11 20 R8
11 21 R2
11 22 R4
11 23 T2
11 24 R14
11 25 R6
11 26 R9
11 27 R15
11 28 R11
11 29 R7
11 30 R13
11 31 R1
11 32 R10
17 1 DWC2L
17 2 DWC2R
17 3 DWC2U
17 4 DWC2D
17 5 DWC1L
17 6 DWC1R
17 7 DWC1U
17 8 DWC1D
17 6 C2
17 8 C1
8 2 L16
8 8 R16
